ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Downloads;Price
088494770X;Pillar of Light: A Historical Novel (Work and the Glory, Vol 1);Gerald N. Lund;1994;Deseret Book Co;8;149
385302320;Voyager;DIANA GABALDON;1993;Delacorte Press;0;45
142437212;Complete Stories;Dorothy Parker;2003;Penguin Books;1;110
805063196;Complications: A Surgeon's Notes on an Imperfect Science;Atul Gawande;2002;Metropolitan Books;3;369
140075623;Stones for Ibarra (Penguin Contemporary American Fiction Series);Harriet Doerr;1988;Penguin Books;25;369
743217713;Bad Girl Creek : A Novel;Jo-Ann Mapson;2002;"Simon &amp; Schuster";25;249,9
609810103;Diary of a Manhattan Call Girl;Tracy Quan;2003;Three Rivers Press (CA);4;33,99
670886017;Kits Law;Donna Morrissey;1999;Penguin Putnam~childrens Hc;1;29
60916338;House Made of Dawn (Perennial Library);N. Scott Momaday;1989;Harpercollins;2;49,9
451204530;Code to Zero;Ken Follett;2001;Signet Book;1;199
812562852;Chariot;Charles Grant;2000;Tor Books (Mm);3;89,9
698116801;The Matchlock Gun;Walter Edmonds;1998;Putnam Publishing Group;0;149,9
1858600006;Only Planet of Choice: Insight from the Far Reaches of the Universe;Palden Jenkins;1993;Salamander Books Ltd;20;176
964374099;Jew Boy;Alan Kaufman;2001;Foxrock Books;2;48
451205987;Wild at Heart;Patricia Gaffney;2002;New American Library;2;48
1591290902;The Bluebook Solution;Ceil Cleveland;2002;Publishamerica;2;129
449211525;Sirens;Eric Lustbader;1991;Fawcett Books;8;478,8
515101877;The Master Cure;Charles H. Buck;1989;Jove Books;1;149
812522362;The Marilyn Tapes: A Novel;E. J. Gorman;1995;Tor Books (Mm);1;164
006098824X;Getting Over It;Anna Maxted;2001;Regan Books;1;79,9
812561880;The Protocol;April Christofferson;2000;Forge;1;99,9
451203569;Daughter of the Fifth Moon;Lynn Armistead McKee;2001;Signet Book;0;29,95
688111882;American Daughter Gone to War: On the Front Lines With an Army Nurse in Vietnam;Winnie Smith;1992;Harpercollins;0;59,9
60505885;The Scandalous Summer of Sissy LeBlanc : A Novel;Loraine Despres;2002;Perennial;1;693
679401385;Mr. X;Peter Straub;1999;Random House Trade;1;159
440213886;Echoes;MAEVE BINCHY;1989;Dell;1;129
515116068;Hidden Riches;Nora Roberts;2004;Jove Books;4;99,9
679419691;Daughters of Song;Paula Huston;1995;Random House Inc;7;89,9
743244710;White Doves at Morning : A Novel;James Lee Burke;2002;"Simon &amp; Schuster";0;149
425044890;An Amateur Corpse;Simon Brett;1980;Berkley Publishing Group;0;45
140436669;The Inheritance (Penguin Classics);Louisa May Alcott;1998;Penguin Books;1;45
394742494;Stories;Doris May Lessing;1980;Vintage Books USA;1;75
670862215;Dead As a Dodo: A Homer Kelly Mystery (Viking Mystery Suspense);Jane Langton;1996;Viking Books;7;59,9
670847100;The Shortest Day: Murder at the Revels : A Homer Kelly Mystery;Jane Langton;1995;Penguin USA;1;55
586068805;Good Terrorist;Doris Lessing;0;Hunter Publishing+inc;1;99
553259016;Summer of My German Soldier;Bette Greene;1984;Bantam Books;1;149
670818577;Wlt: A Radio Romance;Garrison Keillor;1991;Penguin USA;1;176
60910992;Babycakes;Armistead Maupin;1984;HarperCollins Publishers;0;152
60955716;Washington Square;Henry James;2000;HarperCollins Publishers;6;149
394462017;War Between the Tates;Alison Lurie;1974;Random House Inc;1;79,99
811812693;Gluttony: Ample Tales of Epicurean Excess;John Miller;1996;Chronicle Books Llc;1;198
393322203;A Relative Stranger: Stories;Charles Baxter;2001;"W.W. Norton &amp; Company";3;89,9
30622093;A Stolen Past;John Knowles;1983;"Henry Holt &amp; Co";6;149
380404109;Jewel in the Crown;Paul Scott;1983;Harper Mass Market Paperbacks (Mm);5;99,9
60806419;Heat and Dust (Perennial Library);Ruth Prawer Jhabvala;1983;HarperCollins Publishers;10;99,9
158080036X;Particularly Cats;Doris May Lessing;2000;Burford Books;0;199
038517652X;The Normandie Affair;Elizabeth Villars;1982;Doubleday Books;8;149
671541900;A man and two women: Stories (A Touchstone book);Doris May Lessing;1984;"Simon &amp; Schuster";3;149
312926294;The Carousel;Rosamunde Pilcher;1991;St. Martin's Press;4;149
1585790087;Another Self (Common Reader Editions);James Lees-Milne;2000;Trafalgar Square;1;50
60805943;Jane and Prudence;Barbara Pym;1982;HarperCollins Publishers;4;149
425089002;Patriotic Murders;Agatha Christie;1986;Berkley Publishing Group;1;89,9
345312791;The Silent Gondoliers: A Fable by S. Morgenstern;William Goldman;1983;Ballantine Books;10;299
394473361;The Naive and Sentimental Lover;John Le Carre;1971;Random House Inc;0;100
689107943;Tango November;John Howlett;1977;Atheneum;2;179
312532253;The Michaelmas Tree;Helen Ashfield;1982;St Martins Pr;1;59,9
448416492;Ice Stars (All Aboard Reading. Level 3);S. A. Kramer;1997;"Grosset &amp; Dunlap";0;45
807554146;The Mystery on the Ice (Boxcar Children Special (Cloth), No 1);Gertrude Chandler Warner;1993;"Albert Whitman &amp; Company";2;249
525483357;Winnie Ille Pu: A Latin Version of A. A. Milne's Winnie-The-Pooh;A. A. Milne;1987;Dutton Children's Books;1;75
044048605X;Tennis Shoes;Noel Streatfeild;1984;Yearling Books;4;199
399234616;The Hat;Jan Brett;2002;Putnam Publishing Group;1;199
679879242;The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN;1996;Knopf Books for Young Readers;1;45
425057771;Phantom;Dean R. Koontz;1986;Berkley Publishing Group;0;129
088776519X;Remember Me: A Search for Refuge in Wartime Britain;Irene N. Watts;2000;Tundra Books (NY);0;249
451203054;Praying for Sleep;Jeffrey Deaver;2001;Signet Book;1;99
451184734;Blood Relations;Barbara Parker;1997;Signet Book;0;49,9
316779989;Holidays on Ice: Stories;David Sedaris;1997;Little, Brown;3;109
671568183;The Late Child;Larry McMurtry;1996;Pocket;1;199
446603716;"Hide &amp; Seek";James Patterson;1996;Warner Books;4;129
380726289;Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels);Dennis Lehane;1997;HarperTorch;1;129
440193613;Wanderlust;Danielle Steel;1987;Dell;1;89,9
679764895;Mr. Wilson's Cabinet Of Wonder : Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology;LAWRENCE WESCHLER;1996;Vintage;2;29,95
743418166;Good in Bed;Jennifer Weiner;2001;Atria;10;111,75
440235774;Looking Back;Belva Plain;2002;Dell Publishing Company;25;349
61094404;Power of a Woman;Barbara Taylor Bradford;1998;HarperTorch;3;89,9
515133418;Summer in Eclipse Bay;Jayne Ann Krentz;2002;Jove Books;8;139
743460529;Daddy's Little Girl;Mary Higgins Clark;2003;Pocket;1;124,5
140386335;The Neverending Story;Michael Ende;1996;Puffin Books;1;299
373288891;Besieged (Harlequin Historical, No 289);Laurel Ames;1995;Harlequin;1;79,99
373825013;Whirlwind (Tyler, Book 1);Nancy Martin;1992;Harlequin;1;0
373825021;Tyler #2 Bright Hopes (Tyler, No. 2);Pat Warren;1992;Harlequin;4;149
449148408;"False Prophet: A Peter Decker/Rina Lazarus Mystery (Peter Decker &amp; Rina Lazarus Novels (Paperback))";Faye Kellerman;1994;Fawcett Books;3;49,9
312957920;Scare Tactics;Elizabeth Manz;1996;St. Martin's Press;1;59,9
345359321;Travels;Michael Crichton;1989;Ballantine Books;1;299
345377672;Body Count;William X. Kienzle;1993;Fawcett Books;1;69,9
743216024;E.T.The Extra-Terrestrial: A Novel;William Kotzwinkle;2002;Touchstone;2;330
2890379302;Le cadeau du millionnaire: Un conte sur le travail et l'amour;Mark Fisher;1998;Québec Amérique;4;139
140131612;Lake Wobegon Days (Wisconsin);Garrison Keillor;1995;Penguin Books;2;129
741410060;Wake Up Barbara and Help Me Find this Snake;Barbara Watson;2002;Infinity Publishing.com;2;109,95
521315441;Proust: Swann's Way (Landmarks of World Literature);Sheila Stern;1989;Cambridge University Press;2;129
741404540;What's a Birthday Mama?;Pegi Handley;2000;Buy Books on the web.com;3;129
446609951;The Letter of the Law;Tim Green;2001;Warner Books;2;99,9
451157443;Carrie;Stephen King;1994;Signet Book;1;119
1560300027;Review Book for Clep General Social Science Examination;Eileen Curristine;1989;Comex Systems, Incorporated;1;5,99
452275660;The Book of Daniel: A Novel;E. L. Doctorow;1996;Plume Books;2;83,3
60175680;Switcheroo;Olivia Goldsmith;1998;HarperCollins Publishers;0;450
671867083;REMEMBER ME;Mary Higgins Clark;1994;"Simon &amp; Schuster";0;149,9
446605360;Twanged;Carol Higgins Clark;1999;Warner Books;0;269
671741209;Stranger Is Watching;Mary Higgins Clark;1991;Pocket;1;150
380790025;Death in Lovers' Lane (Henrie O Mysteries (Paperback));Carolyn Hart;1998;Avon;12;250
671880314;Schindler's List;Thomas Keneally;1993;Touchstone;16;176
038550120X;A Painted House;JOHN GRISHAM;2001;Doubleday;1;119
670860743;"Bed &amp; Breakfast";Lois Battle;1996;Viking Books;16;399
451209486;Killer Hair;Ellen Byerrum;2003;Signet Book;1;0
446513067;The General's Daughter;Nelson DeMille;1992;Warner Books;1;0
312242220;Murder in Central Park : A Bill Donovan Mystery (Jahn, Mike. Bill Donovan Mysteries.);Michael Jahn;2000;St. Martin's Minotaur;6;199
671665499;LIFE WITH BILLY : LIFE WITH BILLY;Brian Vallee;1989;Pocket;1;0
789426323;The Starlight Princess and Other Princess Stories;Belinda Downes;1999;DK Ink;1;59,9
789202816;Mother and Daughter Tales (An Abbeville Anthology);Josephine Evetts-Secker;1996;Abbeville Press;1;219
688172253;I'm Not in the Mood: What Every Woman Should Know About Improving Her Libido;Judith Reichman;1999;Perennial Currents;1;149
891091165;Celebrate the Seasons;Stanley;1988;Navpress Publishing Group;0;290
310918421;NIV Womens Devotional Bible 2;Joni Eareckson Tada;1996;Zondervan;0;109,9
789203928;Father and Daughter Tales (An Abbeville Anthology);Josephine Evetts-Secker;1997;Abbeville Press;0;81,82
1562827979;The Super Coupon Shopping System: Ingenious New Ways to Save $$$$ on Every Shopping Bill;Susan J. Samtur;1994;Hyperion Books;0;89,9
806974109;Great theme parties for children;Irene N Watts;1991;Sterling Pub. Co;0;89,9
840732228;Food for the Hungry Heart: Daily Devotions for Overeaters (Serenity Meditation Series);Cynthia Rowland McClure;1991;Thomas Nelson Inc;3;69,9
891090665;Becoming a Woman of Excellence;Cynthia Heald;1986;Navpress;6;189
896218643;A Murder of Quality (Thorndike Press Large Print Basic Series);John Le Carre;1989;Thorndike Pr;2;406
380977729;Sugarplum Dead: A Death on Demand Mystery (Death on Demand Mysteries (Hardcover));Carolyn G. Hart;2000;"William Morrow &amp; Company";1;199
380977737;Resort To Murder: A Henrie O Mystery;Carolyn G. Hart;2001;"William Morrow &amp; Company";0;109,9
849944767;The Oath;Frank E. Peretti;2003;WestBow Press;1;249
440364574;No Language but a Cry (Laurel-Leaf Library);Richard D'Ambrosio;1988;Laurel;4;249
446394009;Rivethead : Tales from the Assembly Line;Ben Hamper;1992;Warner Books;0;69,9
038549730X;The Vine of Desire: A Novel;Chitra Banerjee Divakaruni;2003;Anchor Books/Doubleday;5;149
446391581;A Whack on the Side of the Head: How You Can Be More Creative;Roger von Oech;1990;Warner Books;9;149
812967240;It's My F---ing Birthday : A Novel;MERRILL MARKOE;2002;Villard;11;123,2
971995907;The Polygamist;Billy Wade Roebuck;2002;Brown Books;8;176
1589820010;Hells Island;William D., Jr. Hardy;2002;American Book Publishing Group;3;199
679447164;Work Clothes (Chic Simple) : Casual  Dress for Serious Work (Chic Simple Guides);KIM JOHNSON GROSS;1996;Knopf;2;89,9
393007316;Worker in the Cane: A Puerto Rican Life History;Sidney W. Mintz;1974;"W. W. Norton &amp; Company";1;129
61096644;Underboss: Sammy the Bull Gravano's Story of Life in the Mafia;Peter Maas;1997;HarperTorch;2;119
449907570;The Heartbreak Handbook: How to Survive the Worst 24 Hours of Your Life and Move on;Valerie Frankel;1994;Ballantine Books;5;199
804105146;My Secret History;Paul Theroux;1990;Ivy Books;1;199
451155815;The Would-Be Widow;Mary Jo Putney;1988;New Amer Library (Mm);2;239
1589820681;The Presents of Angels;Warren J. Ludlow;2002;Amer Book Pub;2;139
971931429;"How to Stay Married &amp; Love It: Solving the Puzzle of a SoulMate Marriage";Nancy Landrum;2002;River Publishing;4;176
520082567;Religious Nationalism: Hindus and Muslims in India;Peter Van Der Veer;1994;University of California Press;1;180
1551665301;Book Club;Mary Alice Monroe;1999;Mira;9;176
425151425;The Death of a Dancing Fool (Berkley Prime Crime Series);Carole Berry;1996;Berkley Pub Group;0;116,8
553280074;Goodbye Doesn't Mean Forever;LURLENE MCDANIEL;1989;Bantam;7;194,35
64404773;Beauty: A Retelling of the Story of Beauty and the Beast;Robin McKinley;1993;HarperCollins Publishers;2;89,9
156382485X;Financing Your Business (Made E-Z Guides);Harold R. Lacy;2001;Made E-Z Products;4;149,9
879522593;Science and Health with Key to the Scriptures (W.M.B.E.);Mary Baker Eddy;2000;Writings of Mary Baker Eddy;2;24,9
380756234;Night Storm;Catherine Coulter;1990;Avon;12;109
446603856;The Enemy Within;Larry Bond;1997;Warner Books;1;99,9
671885650;The Ten Thousand;Harold Coyle;1994;Pocket;8;99,9
895296950;Lick the Sugar Habit;Nancy Appleton;1996;Avery Publishing Group;3;89,9
684852047;SPENDING: A Novel;Mary Gordon;1999;Scribner;16;149
671002821;Deep Water Passage;Ann Linnea;1997;Pocket;2;49,9
1582430616;In Maremma: Life and a House in Southern Tuscany;David Leavitt;2001;Counterpoint Press;25;349
812589041;Ender's Game;Orson Scott Card;1999;Tor Books;8;149,9
60931752;The Way You Wear Your Hat: Frank Sinatra and the Lost Art of Livin';Bill Zehme;1999;Perennial;10;169
966784219;Boomers Really Can Put Old on Hold;Barbara M. Morris;2002;Image F/X Publications;5;129
1931395004;Living in Shadows: How to Help the Stray Cat in Your Life (Without Adding To the Problem);Ann K. Fisher;2002;Not Avail;4;119
670031895;"I Should Be Extremely Happy in Your Company (Lewis &amp; Clark Expedition)";Brian Hall;2003;Viking Books;25;149
452011574;Rebel Private: Front and Rear : Memoirs of a Confederate Soldier;W. A. Fletcher;1997;Plume Books;8;153,3
451200985;French Impressions: The Adventures of an American Family;John S. Littell;2000;New American Library;2;329
375505822;The Bay of Angels;Anita Brookner;2001;Random House;11;149
312288549;Cold Burial: A True Story of Endurance and Disaster;Clive Powell-Williams;2002;St. Martin's Press;1;99,9
393039595;Loverboys: Stories;Ana Castillo;1996;"W. W. Norton &amp; Company";2;99,9
571175686;Ed Wood;Scott Alexander;1995;"Farrar Straus &amp; Giroux";4;119
1588720020;Crossing Over;John Edward;2001;John Edward (HAYLO);2;119
316169226;The Cabal and Other Stories;Ellen Gilchrist;2002;Back Bay Books;0;0
785814078;Cat Crimes Through Time;Ed Gorman;2001;Book Sales;7;139
345333853;Mists of Avalon;Marion Zimmer Bradley;1985;Del Rey Books;3;189
60937866;A Year at the Movies : One Man's Filmgoing Odyssey;Kevin Murphy;2002;Perennial Currents;2;209
60198125;Coastliners : A Novel;Joanne Harris;2002;William Morrow;1;119,9
525945830;Quakertown;Lee Martin;2001;Dutton Books;4;109
345452569;A Cold Heart (Alex Delaware Novels (Paperback));JONATHAN KELLERMAN;2003;Ballantine Books;1;99,9
1582343586;Hey Nostradamus! : A Novel (Coupland, Douglas);Douglas Coupland;2003;Bloomsbury USA;3;89,9
20404808;"O YE JIGS &amp; JULEPS!";Virginia cary Hudson;1987;Scribner;3;119
425106403;Replay;Ken Grimwood;1988;Berkley Publishing Group;3;249
597145806;VENTURE STORES, INC.: International Competitive Benchmarks and Financial Gap Analysis (Financial Performance Series);Ltd. Icon Group;2000;Icon Group International, Inc.;0;165
61091464;The Thief of Always;Clive Barker;1993;HarperTorch;2;69,9
671015311;TO SHIELD THE QUEEN (Mystery at Queen Elizabeth I's Court (Paperback));Fiona Buckley;1998;Pocket;7;164
912670096;The Yellow Wallpaper (Feminist Press Reprint No. 3);Charlotte Perkins Gilman;1977;"Consortium Book Sales &amp; Dist";2;5,99
385497520;The Child in Time;Ian McEwan;1999;Anchor Books/Doubleday;0;0
312151144;Dreamhouse;Alison Habens;1997;Picador USA;3;99,9
743203968;The Body Artist: A Novel;Don DeLillo;2002;Scribner;2;88
385247958;1001 Things Everyone Should Know About Science;James Trefil;1992;Doubleday Books;2;54,99
486284670;Room With a View (Dover Thrift Edition);Foester. E.M.;1995;Dover Publications;4;89,9
375701710;The New Life: A Novel;Orhan Pamuk;1998;Vintage Books USA;2;129
670825379;The Satanic Verses;Salman Rushdie;1989;Viking Books;12;79,99
449217191;The Edge;Dick Francis;1990;Fawcett Books;2;249
1558611584;The Yellow Wallpaper;Charlotte Perkins Gilman;1996;Feminist Press;3;44,95
151009988;Mrs. Dalloway;Virginia Woolf;2002;Harcourt;7;99
671788574;FOOLSCAP;Michael Malone;1993;Washington Square Press;1;149
440127793;Galapagos;Kurt, Jr. Vonnegut;1986;Dell;1;0
156106809;The Baron in the Trees;Italo Calvino;1977;Harcourt;4;139
765108674;Politically Correct, the Ultimate Storybook: Politically Correct Bedtime Stories, Once upon a More Enlightened Time, and Politically Correct Holiday Stories;James Finn Garner;1998;Smithmark Publishers;4;176
679724699;The History of Sexuality: An Introduction (History of Sexuality);Michel Foucault;1990;Vintage Books USA;2;299
014230218X;The Dreaming Place;Charles De Lint;2002;Firebird Books;1;0
449212297;Queen's Confession;Victoria Holt;1986;Ivy Books;1;103
571199895;Sister Revolutions: French Lightning, American Light;Susan Dunn;2000;"Faber &amp; Faber";0;0
141304235;The Case of the Measled Cowboy (Hank the Cowdog, 33);John R. Erickson;1999;Puffin Books;0;0
312863934;Yarrow;Charles de Lint;1997;Orb Books;3;0
385468873;Poet and Dancer;Ruth Prawer Jhabvala;1994;Anchor;0;0
385502532;Drowning Ruth;Christina Schwarz;2000;Doubleday;0;0
60928034;Unlocking the Air : Stories;Ursula K. Le Guin;1997;Perennial;0;0
140252991;The Frog;John Hawkes;1997;Penguin Books;0;0
449002594;Seven Weeks to Sobriety;Joan Mathews Larson;1997;Ballantine Books;0;0
140286527;The Diet Cure: The 8-Step Program to Rebalance Your Body Chemistry and End Food Cravings, Weight Problems, and Mood Swings-Now;Julia Ross;2000;Penguin Books;0;0
743236742;The Ultimate Weight Solution: The 7 Keys to Weight Loss Freedom;Phil McGraw;2003;Free Press;0;0
399151745;The Paid Companion;Amanda Quick;2004;Putnam Publishing Group;2;59,9
1400060737;The Birth of Venus;Sarah Dunant;2004;Random House;8;109
60520612;The Proper Care and Feeding of Husbands;Laura Schlessinger;2003;HarperCollins;1;0
375413596;The White;Deborah Larsen;2002;Alfred A. Knopf;2;59,9
034543739X;Until the Real Thing Comes Along (Ballantine Reader's Circle);ELIZABETH BERG;2000;Ballantine Books;2;89,9
553268937;The Water Is Wide;PAT CONROY;1987;Bantam;1;0
60931957;The Odyssey of Homer (Perennial Classics);Richmond Lattimore;1999;Perennial;1;0
60192704;Beauty Fades, Dumb Is Forever: The Making of a Happy Woman;Judy Sheindlin;1999;Cliff Street Books;12;69,9
